WKT,nama,deskripsi
"POLYGON ((106.7229927 -6.0877466, 106.6859138 -6.0973053, 106.6955268 -6.1184705, 106.6845405 -6.1307596, 106.6872871 -6.1724038, 106.7202461 -6.1949312, 106.7168129 -6.2236012, 106.7532051 -6.251587, 106.7545784 -6.2775237, 106.7779243 -6.3198387, 106.8108833 -6.3150614, 106.7930305 -6.3676096, 106.8383491 -6.3423598, 106.854142 -6.3444072, 106.8713081 -6.3553261, 106.8960273 -6.371704, 106.9138801 -6.3635151, 106.9241798 -6.3157439, 106.9090736 -6.2939041, 106.9035804 -6.2618253, 106.9207466 -6.2543172, 106.9447792 -6.2502218, 106.948899 -6.218823, 106.9729316 -6.1846916, 106.9688118 -6.0877466, 106.9674385 -5.9033665, 106.8225563 -5.931369, 106.7229927 -6.0877466))",Wilayah Jakarta,
