WKT,nama,deskripsi
"POLYGON ((106.744041 -6.3604648, 106.7471309 -6.3778662, 106.7461009 -6.389808, 106.7443843 -6.404479, 106.7371745 -6.4055025, 106.733398 -6.416079, 106.7337413 -6.4338196, 106.7502208 -6.4310903, 106.7845531 -6.4348431, 106.7969127 -6.4420074, 106.8566508 -6.461794, 106.8837733 -6.4652054, 106.8913264 -6.447807, 106.8964763 -6.428361, 106.8981929 -6.4041378, 106.895103 -6.3857137, 106.8960273 -6.371704, 106.8779369 -6.3635357, 106.8703838 -6.3502285, 106.862144 -6.3570527, 106.8583675 -6.3478399, 106.8383491 -6.3423598, 106.8360515 -6.3515933, 106.819572 -6.3550055, 106.8106456 -6.3642181, 106.7930305 -6.3676096, 106.7921062 -6.3502285, 106.7979427 -6.3348735, 106.8072124 -6.3157645, 106.7790599 -6.3219067, 106.7718501 -6.3369208, 106.7735667 -6.3454514, 106.7694469 -6.3567115, 106.7594905 -6.3601236, 106.744041 -6.3604648))",Wilayah Depok,
