WKT,nama,deskripsi
"POLYGON ((106.8820615 -6.2946697, 106.8841321 -6.3019639, 106.8848617 -6.3019532, 106.8859167 -6.3019239, 106.8870682 -6.3018732, 106.8893356 -6.3018572, 106.8893571 -6.3029556, 106.8892927 -6.3047366, 106.8979616 -6.305547, 106.9028325 -6.3058029, 106.9059117 -6.3039367, 106.9059653 -6.3004709, 106.9046242 -6.2995645, 106.902929 -6.2989673, 106.8920178 -6.2984128, 106.8911166 -6.2968451, 106.8904514 -6.2957361, 106.8884129 -6.2962693, 106.8860633 -6.2963333, 106.8858595 -6.2950216, 106.8854732 -6.2950216, 106.8854732 -6.2946057, 106.8820615 -6.2946697))",Garis Wil. TMII,
