WKT,nama,deskripsi
"POLYGON ((106.8288844 -6.171453, 106.8236273 -6.1714103, 106.8231552 -6.1718477, 106.823005 -6.1796876, 106.82352 -6.1803703, 106.8310302 -6.1801356, 106.8312019 -6.1794529, 106.8304723 -6.1787916, 106.8306869 -6.1785036, 106.829893 -6.1777463, 106.8300324 -6.1745037, 106.8299359 -6.174109, 106.8298286 -6.1734263, 106.8293565 -6.173213, 106.829099 -6.1728823, 106.8292921 -6.1719117, 106.8292063 -6.1716023, 106.8288844 -6.171453))",Garis Wil. Monas,
