WKT,nama,deskripsi
"POLYGON ((106.8060376 -6.2127374, 106.7981411 -6.2146999, 106.798184 -6.220502, 106.80048 -6.2216112, 106.8030549 -6.2227205, 106.8047716 -6.2248963, 106.80887 -6.2221872, 106.8082692 -6.2212913, 106.8083335 -6.2158091, 106.8068529 -6.2158518, 106.8061878 -6.2157664, 106.8060376 -6.2127374))",Garis Wil. GBK,
