WKT,nama,deskripsi
"POLYGON ((106.8509206 -6.2328222, 106.8506631 -6.2333448, 106.8506631 -6.2339048, 106.8508777 -6.2344914, 106.8513122 -6.2348007, 106.8523475 -6.2354406, 106.8526694 -6.2360325, 106.8524924 -6.2369871, 106.8522241 -6.2378616, 106.8518647 -6.2391628, 106.8516984 -6.23992, 106.8523046 -6.2412692, 106.8527069 -6.2421544, 106.8539837 -6.2420531, 106.8533775 -6.2412532, 106.8530556 -6.2405493, 106.8529913 -6.2395041, 106.8532487 -6.2386135, 106.8535813 -6.237355, 106.8535867 -6.2360912, 106.8533185 -6.2347207, 106.8528732 -6.234806, 106.8527606 -6.2339154, 106.8525675 -6.2334942, 106.8513712 -6.2335208, 106.8513337 -6.2330196, 106.8509206 -6.2328222))",Garis Wil. Tebet Echo,
