WKT,nama,deskripsi
"POLYGON ((106.8161296 -6.3050606, 106.8161725 -6.3057858, 106.8169235 -6.3070228, 106.8165158 -6.3079825, 106.8159365 -6.3080039, 106.8157648 -6.3094115, 106.8160223 -6.3104992, 106.8167733 -6.3106058, 106.8173098 -6.3108191, 106.8170523 -6.3114589, 106.8176531 -6.3114376, 106.8177819 -6.3147434, 106.8164515 -6.3151273, 106.8163442 -6.3160657, 106.8175673 -6.316279, 106.8180608 -6.3161297, 106.8191551 -6.3167482, 106.8190693 -6.317196, 106.8203997 -6.3173667, 106.8236398 -6.3174093, 106.8236398 -6.3178998, 106.8248414 -6.3178998, 106.8253135 -6.3154045, 106.8258714 -6.3113736, 106.8264722 -6.3115016, 106.8269872 -6.3094968, 106.8271159 -6.3086224, 106.8247127 -6.3084731, 106.8247556 -6.3064256, 106.8232106 -6.306319, 106.822524 -6.3066602, 106.8206357 -6.3065322, 106.8205928 -6.3058071, 106.8161296 -6.3050606))",Garis Wil. Ragunan,
