Name, Latitude, Longitude
Kabupaten Kepulauan Seribu, -5.6105035, 105.957422
Kota Jakarta Selatan, -6.2839295, 106.719676
Kota Jakarta Timur, -6.2607811, 106.7402013
Kota Jakarta Pusat, -6.182136, 106.7540612
Kota Jakarta Barat, -6.1599916, 106.6748561
Kota Jakarta Utara, -6.1355194, 106.6770816
